time,ball_loc_x,ball_loc_y,ball_loc_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_x,ball_ang_y,ball_ang_z,car_throttle,car_steer,car_pitch,car_yaw,car_roll,car_jump,car_boost,car_handbrake,car_loc_x,car_loc_y,car_loc_z,car_rot_pitch,car_rot_yaw,car_rot_roll,car_vel_x,car_vel_y,car_vel_z,car_ang_x,car_ang_y,car_ang_z
0.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,69.62999725341797,-0.7199999690055847,17.35999870300293,-0.006902913562953472,-0.020133497193455696,-0.00028762139845639467,1060.0408935546875,-38.6609992980957,-10.720999717712402,-0.005510000046342611,0.09830999374389648,-1.0292099714279175
0.01667022705078125,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,87.3499984741211,-1.5899999141693115,17.209999084472656,-0.008245146833360195,-0.041800979524850845,-9.58738019107841e-05,1064.2109375,-56.97099685668945,-8.85099983215332,-0.006809999700635672,0.07340999692678452,-1.3785099983215332
0.033336639404296875,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,105.12999725341797,-2.7699999809265137,17.09000015258789,-0.009108010679483414,-0.06826213747262955,0.0,1067.6610107421875,-76.10099792480469,-6.630999565124512,-0.006310000084340572,0.04910999909043312,-1.6529099941253662
0.0500030517578125,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,122.95999908447266,-4.289999961853027,17.0,-0.009587380103766918,-0.09855825453996658,0.00019174758926965296,1070.180908203125,-96.29100036621094,-4.38100004196167,-0.005009999964386225,0.028710000216960907,-1.8741099834442139
0.06666946411132812,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,140.8199920654297,-6.159999847412109,16.94999885559082,-0.009970875456929207,-0.13211411237716675,0.00028762142756022513,1071.6309814453125,-117.30099487304688,-2.3909997940063477,-0.0034099998883903027,0.013609998859465122,-2.056309938430786
0.08333587646484375,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,158.67999267578125,-8.389999389648438,16.93000030517578,-0.010066748596727848,-0.16835439205169678,0.00028762139845639467,1072.0009765625,-138.6009979248047,-0.840999960899353,-0.0019099998753517866,0.0034099998883903027,-2.2086100578308105
0.10000228881835938,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,176.5399932861328,-10.960000038146973,16.93000030517578,-0.009970875456929207,-0.20679977536201477,0.00028762142756022513,1071.4010009765625,-159.51100158691406,0.23099999129772186,-0.0006099999882280827,-0.0025100000202655792,-2.3366098403930664
0.116668701171875,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,194.37998962402344,-13.859999656677246,16.940000534057617,-0.009970876388251781,-0.24706678092479706,0.00028762142756022513,1070.0909423828125,-179.2310028076172,0.8009999394416809,0.00030999997397884727,-0.004410000052303076,-2.4434099197387695
0.13333511352539062,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,212.19000244140625,-17.06999969482422,16.959999084472656,-0.009875001385807991,-0.2887718975543976,0.00028762139845639467,1068.490966796875,-196.88099670410156,0.9409999847412109,0.0007099999929778278,-0.004610000178217888,-2.5308098793029785
0.15000152587890625,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,229.97999572753906,-20.53999900817871,16.979999542236328,-0.009779127314686775,-0.33191508054733276,0.0001917476038215682,1067.200927734375,-211.55099487304688,0.8509999513626099,0.000910000002477318,-0.004110000096261501,-2.5993099212646484
0.16666793823242188,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,247.75999450683594,-24.19999885559082,17.0,-0.009779127314686775,-0.3759211599826813,0.0001917476038215682,1067.0408935546875,-222.25100708007812,0.6709999442100525,0.000910000002477318,-0.0035099999513477087,-2.6488099098205566
0.1833343505859375,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,265.5400085449219,-28.029998779296875,17.0,-0.009587380103766918,-0.4205983579158783,0.00019174758926965296,1066.73095703125,-232.47100830078125,0.4909999668598175,0.0007099999929778278,-0.0029100000392645597,-2.6922099590301514
0.20000076293945312,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,283.30999755859375,-32.040000915527344,17.0,-0.009587380103766918,-0.46604254841804504,0.00019174758926965296,1065.6510009765625,-243.47100830078125,0.41099998354911804,0.0005099999834783375,-0.002310000127181411,-2.7343099117279053
0.21666717529296875,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,301.03997802734375,-36.25,17.0,-0.009587380103766918,-0.5120619535446167,9.58738019107841e-05,1063.740966796875,-255.1510009765625,0.38099998235702515,0.00030999997397884727,-0.0018099999288097024,-2.775209903717041
0.23333358764648438,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,318.72998046875,-40.65999984741211,17.0,-0.009587380103766918,-0.5588483810424805,9.58738019107841e-05,1060.990966796875,-267.4410095214844,0.3609999716281891,0.00010999999358318746,-0.0014099999098107219,-2.8149099349975586
0.25,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,336.3699951171875,-45.279998779296875,17.0,-0.009587380103766918,-0.6062100529670715,9.58738019107841e-05,1057.3809814453125,-280.2510070800781,0.3609999716281891,0.0,-0.0010099998908117414,-2.8535099029541016
0.26667022705078125,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,353.92999267578125,-50.119998931884766,17.0,-0.009587380103766918,-0.6542428135871887,9.58738019107841e-05,1052.8909912109375,-293.4909973144531,0.3609999716281891,0.0,-0.0008099999977275729,-2.891010046005249
0.2833366394042969,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,371.4100036621094,-55.18000030517578,17.0,-0.009587380103766918,-0.7028508186340332,9.58738019107841e-05,1047.510986328125,-307.09100341796875,0.3609999716281891,0.0,-0.0006099999882280827,-2.9275100231170654
0.3000030517578125,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,388.78997802734375,-60.46999740600586,17.0,-0.009587380103766918,-0.7521299719810486,9.58738019107841e-05,1041.2509765625,-320.97100830078125,0.3609999716281891,0.0,-0.0004099999787285924,-2.9629099369049072
0.3166694641113281,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,406.05999755859375,-65.98999786376953,17.0,-0.009587380103766918,-0.8019843697547913,9.58738019107841e-05,1034.1109619140625,-335.0509948730469,0.3609999716281891,0.0,-0.0004099999787285924,-2.997309923171997
0.33333587646484375,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,423.1999816894531,-71.75,17.0,-0.009587380103766918,-0.8523181080818176,9.58738019107841e-05,1026.1009521484375,-349.260986328125,0.3609999716281891,0.00010999999358318746,-0.0004099999787285924,-3.030709981918335
0.3500022888183594,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,440.19000244140625,-77.75,17.0,-0.009587380103766918,-0.9033229351043701,9.58738019107841e-05,1017.2509765625,-363.531005859375,0.3609999716281891,0.00010999999358318746,-0.0004099999787285924,-3.063109874725342
0.366668701171875,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,457.0299987792969,-83.98999786376953,17.0,-0.009587380103766918,-0.954711377620697,9.58738019107841e-05,1007.5709838867188,-377.8009948730469,0.3609999716281891,0.00010999999358318746,-0.0004099999787285924,-3.0945098400115967
0.3833351135253906,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,473.69000244140625,-90.47000122070312,17.0,-0.009587380103766918,-1.006674885749817,9.58738019107841e-05,997.0909423828125,-392.0010070800781,0.3609999716281891,0.00010999999358318746,-0.0004099999787285924,-3.1249098777770996
0.40000152587890625,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,490.16998291015625,-97.18000030517578,17.0,-0.009587380103766918,-1.0590219497680664,9.58738019107841e-05,985.8509521484375,-406.08099365234375,0.3609999716281891,0.00010999999358318746,-0.0004099999787285924,-3.154409885406494
0.4166679382324219,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,506.4599914550781,-104.1199951171875,17.0,-0.009587380103766918,-1.1120401620864868,9.58738019107841e-05,973.8809814453125,-420.0010070800781,0.3609999716281891,0.00010999999358318746,-0.0004099999787285924,-3.1829099655151367
0.4333343505859375,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,522.5299682617188,-111.29000091552734,17.0,-0.009587380103766918,-1.165441870689392,9.58738019107841e-05,961.23095703125,-433.72100830078125,0.3609999716281891,0.00010999999358318746,-0.0004099999787285924,-3.2104098796844482
0.4500007629394531,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,538.3900146484375,-118.68999481201172,17.0,-0.009491506032645702,-1.2192270755767822,9.58738019107841e-05,947.9309692382812,-447.20098876953125,0.3609999716281891,0.00010999999358318746,-0.0004099999787285924,-3.2370100021362305
0.46666717529296875,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,554.010009765625,-126.30999755859375,17.0,-0.009491506963968277,-1.2735875844955444,9.58738019107841e-05,934.0309448242188,-460.4309997558594,0.3609999716281891,0.00010999999358318746,-0.00030999997397884727,-3.2626099586486816
0.4833335876464844,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,569.3900146484375,-134.13999938964844,17.0,-0.009587379172444344,-1.3282356262207031,9.58738019107841e-05,919.5709838867188,-473.3809814453125,0.3609999716281891,0.0,-0.00030999997397884727,-3.287209987640381
0.5,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,584.5299682617188,-142.19000244140625,17.0,-0.009587380103766918,-1.3833630084991455,9.58738019107841e-05,904.5809326171875,-486.031005859375,0.3609999716281891,0.0,-0.00030999997397884727,-3.3109099864959717
0.5166702270507812,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,599.4099731445312,-150.44000244140625,17.0,-0.009587380103766918,-1.4388740062713623,9.58738019107841e-05,889.1109619140625,-498.3909912109375,0.3609999716281891,0.0,-0.0002099999983329326,-3.3336098194122314
0.5333366394042969,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,614.0299682617188,-158.88999938964844,17.0,-0.009587380103766918,-1.4946725368499756,9.58738019107841e-05,873.200927734375,-510.46099853515625,0.3609999716281891,0.0,-0.0002099999983329326,-3.355409860610962
0.5500030517578125,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,628.3800048828125,-167.5399932861328,17.0,-0.009491506963968277,-1.5508545637130737,9.58738019107841e-05,856.8609619140625,-522.2509765625,0.3609999716281891,-0.00010999999358318746,-0.0002099999983329326,-3.3762099742889404
0.5666694641113281,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,642.4500122070312,-176.38999938964844,17.0,-0.009491506032645702,-1.607324242591858,0.0,840.1409301757812,-533.7709350585938,0.3609999716281891,-0.00010999999358318746,-0.00010999999358318746,-3.396009922027588
0.5833358764648438,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,656.239990234375,-185.42999267578125,17.0,-0.009587380103766918,-1.664177417755127,0.0,823.0509643554688,-545.0509643554688,0.3609999716281891,-0.0002099999983329326,0.0,-3.41471004486084
0.6000022888183594,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,669.739990234375,-194.64999389648438,17.0,-0.009491506032645702,-1.721318244934082,0.0,805.6009521484375,-556.1009521484375,0.3609999716281891,-0.00030999997397884727,0.0,-3.4324100017547607
0.616668701171875,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,682.9400024414062,-204.0500030517578,17.0,-0.009491506963968277,-1.7787466049194336,0.0,787.7909545898438,-566.9609375,0.3609999716281891,-0.0002099999983329326,0.0,-3.4489099979400635
0.6333351135253906,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,695.8399658203125,-213.62998962402344,17.0,-0.009491506032645702,-1.8364626169204712,0.0,769.6209716796875,-577.6609497070312,0.3609999716281891,-0.0002099999983329326,0.0,-3.464210033416748
0.6500015258789062,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,708.4400024414062,-223.38999938964844,17.0,-0.009491506963968277,-1.894370436668396,0.0,751.0809326171875,-588.23095703125,0.3609999716281891,-0.0002099999983329326,0.0,-3.478209972381592
0.6666679382324219,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,720.719970703125,-233.3199920654297,17.0,-0.009491506963968277,-1.9525657892227173,0.0,732.0509643554688,-598.4409790039062,0.3609999716281891,-0.0002099999983329326,0.0,-3.4989099502563477
0.6833343505859375,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,1,732.6799926757812,-243.4199981689453,17.0,-0.009491506032645702,-2.0112404823303223,0.0,712.48095703125,-608.1409912109375,0.3609999716281891,-0.00010999999358318746,0.00010999999358318746,-3.5308098793029785
0.7000007629394531,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,0,744.2999877929688,-253.6699981689453,17.0,-0.009491506963968277,-2.0705864429473877,0.0,692.4109497070312,-617.3609619140625,0.3609999716281891,0.0,0.0002099999983329326,-3.573509931564331
0.7166671752929688,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,0,755.5599975585938,-264.05999755859375,17.0,-0.009491506963968277,-2.1307952404022217,0.0,669.970947265625,-624.8209838867188,0.3609999716281891,0.0,0.0002099999983329326,-3.6177098751068115
0.7333335876464844,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,0,766.4099731445312,-274.5400085449219,17.0,-0.009491506032645702,-2.1915791034698486,0.0,644.9609375,-629.990966796875,0.3609999716281891,0.0,0.0002099999983329326,-3.6638100147247314
0.75,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0,0,0,776.8200073242188,-285.07000732421875,17.0,-0.009491506963968277,-2.253417730331421,0.0,617.6909790039062,-632.2109375,0.3609999716281891,0.00010999999358318746,0.0002099999983329326,-3.7256100177764893
